CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
LA,Clippers,1610612746,0,1,0,1,0,0,0,18,1,5,240,0,35,79,0.443,5,21,0.238,27,39,0.692,10,30,58,26,15,6,19,5,102,58.0,102.0,0,0.5350877192982456,-11.0,2017-18,2018-01-24,21700709
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,6,1,5,240,0,39,93,0.419,14,40,0.35,21,22,0.955,10,37,53,25,28,10,13,3,113,53.0,113.0,0,0.5289256198347108,11.0,2017-18,2018-01-24,21700709
Los Angeles,Lakers,1610612747,1,0,1,0,0,0,0,17,1,5,240,0,40,91,0.44,7,26,0.269,21,36,0.583,14,37,68,18,16,6,10,2,108,68.0,108.0,0,0.5523809523809524,1.0,2017-18,2018-01-23,21700700
OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,6,1,5,240,0,42,90,0.467,15,44,0.341,8,10,0.8,7,35,48,22,25,3,11,5,107,48.0,107.0,0,0.5517241379310345,-1.0,2017-18,2018-01-23,21700700
Boston,Celtics,1610612738,0,1,0,1,0,0,0,5,1,5,240,0,37,85,0.435,8,27,0.296,13,14,0.929,11,33,49,22,18,6,15,9,95,49.0,95.0,0,0.5315315315315315,-8.0,2017-18,2018-01-21,21700683
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,0,10,1,5,240,0,43,92,0.467,6,21,0.286,11,16,0.688,13,31,54,20,19,7,10,9,103,54.0,103.0,0,0.5779816513761468,8.0,2017-18,2018-01-21,21700683
Boston,Celtics,1610612738,0,1,0,1,0,0,0,7,1,5,240,0,30,74,0.405,7,29,0.241,13,17,0.765,3,28,38,13,20,7,19,5,80,38.0,80.0,0,0.4174757281553398,-9.0,2017-18,2018-01-18,21700663
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,3,10,1,5,240,0,34,73,0.466,6,17,0.353,15,17,0.882,8,33,51,18,20,10,25,5,89,51.0,89.0,0,0.4814814814814814,9.0,2017-18,2018-01-18,21700663
Boston,Celtics,1610612738,0,1,0,1,0,0,1,7,1,5,265,0,40,101,0.396,19,50,0.38,14,16,0.875,12,41,60,27,24,7,19,3,113,60.0,113.0,0,0.4962962962962963,-3.0,2017-18,2018-01-16,21700650
OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,9,1,5,265,0,45,100,0.45,7,27,0.259,19,25,0.76,13,42,64,28,14,11,15,6,116,64.0,116.0,0,0.5615384615384615,3.0,2017-18,2018-01-16,21700650
Philadelphia,76ers,1610612755,0,1,0,1,0,0,0,6,1,5,240,0,38,82,0.463,11,28,0.393,16,18,0.889,3,34,43,20,19,12,19,4,103,43.0,103.0,0,0.4915254237288136,-11.0,2017-18,2018-01-11,21700614
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,0,7,1,5,240,0,43,89,0.483,13,35,0.371,15,19,0.789,11,35,53,24,18,11,18,2,114,53.0,114.0,0,0.5583333333333333,11.0,2017-18,2018-01-11,21700614
Brooklyn,Nets,1610612751,0,1,0,1,0,0,2,22,1,5,240,0,30,91,0.33,6,31,0.194,19,22,0.864,12,43,77,11,14,2,18,11,85,77.0,85.0,0,0.3796296296296296,-2.0,2017-18,2018-01-06,21700579
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,11,1,5,240,0,37,98,0.378,5,18,0.278,8,15,0.533,12,32,55,12,17,8,5,13,87,55.0,87.0,0,0.4757281553398058,2.0,2017-18,2018-01-06,21700579
Boston,Celtics,1610612738,1,0,1,0,0,0,1,7,1,5,240,0,38,94,0.404,6,36,0.167,9,13,0.692,17,39,63,24,22,6,11,4,91,63.0,91.0,0,0.5535714285714286,7.0,2017-18,2018-01-05,21700570
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,9,1,5,240,0,28,76,0.368,7,23,0.304,21,28,0.75,9,34,52,15,15,6,12,5,84,52.0,84.0,0,0.4574468085106383,-7.0,2017-18,2018-01-05,21700570
Boston,Celtics,1610612738,1,0,1,0,0,0,1,8,1,5,240,0,41,92,0.446,12,36,0.333,8,11,0.727,9,43,60,27,20,9,16,2,102,60.0,102.0,0,0.5396825396825397,14.0,2017-18,2018-01-03,21700559
OPPONENTS, Cavaliers,1610612739,0,1,0,0,0,1,1,4,1,5,240,0,31,89,0.348,8,32,0.25,18,18,1.0,9,39,52,16,17,6,15,7,88,52.0,88.0,0,0.4234234234234234,-14.0,2017-18,2018-01-03,21700559
Boston,Celtics,1610612738,1,0,1,0,0,0,0,5,1,5,240,0,39,79,0.494,14,33,0.424,16,25,0.64,8,42,55,21,22,7,17,8,108,55.0,108.0,0,0.5504587155963303,3.0,2017-18,2017-12-31,21700539
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,2,8,1,5,240,0,39,95,0.411,11,36,0.306,16,19,0.842,11,34,53,25,19,5,11,4,105,53.0,105.0,0,0.5333333333333333,-3.0,2017-18,2017-12-31,21700539
Boston,Celtics,1610612738,1,0,1,0,0,0,1,12,1,5,240,0,37,82,0.451,8,29,0.276,17,24,0.708,10,34,56,18,22,9,17,8,99,56.0,99.0,0,0.514018691588785,1.0,2017-18,2017-12-28,21700517
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,1,10,1,5,240,0,30,80,0.375,14,43,0.326,24,31,0.774,7,36,53,16,23,9,17,3,98,53.0,98.0,0,0.4339622641509434,-1.0,2017-18,2017-12-28,21700517
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,6,1,5,240,0,32,87,0.368,7,23,0.304,20,29,0.69,19,33,58,15,11,7,12,3,91,58.0,91.0,0,0.4947368421052631,-11.0,2017-18,2017-12-27,21700506
OPPONENTS, Celtics,1610612738,1,0,0,0,1,0,1,4,1,5,240,0,37,78,0.474,15,34,0.441,13,13,1.0,6,37,47,20,20,4,16,7,102,47.0,102.0,0,0.5277777777777778,11.0,2017-18,2017-12-27,21700506
Boston,Celtics,1610612738,0,1,0,1,0,0,1,8,1,5,240,0,39,81,0.481,14,29,0.483,11,17,0.647,8,37,53,20,23,2,17,4,103,53.0,103.0,0,0.5363636363636364,-8.0,2017-18,2017-12-25,21700495
OPPONENTS, Wizards,1610612764,1,0,0,0,1,0,1,7,1,5,240,0,43,93,0.462,6,26,0.231,19,28,0.679,14,33,54,26,17,6,9,4,111,54.0,111.0,0,0.6052631578947368,8.0,2017-18,2017-12-25,21700495
