CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,3,1,5,240,0,49,98,0.5,24,53,0.453,7,8,0.875,13,34,50,35,14,11,17,5,129,50.0,129.0,0,0.6131386861313869,8.0,2024-25,2025-01-27 00:00:00,22400655
OPPONENTS, Nuggets,1610612743,0,1,0,0,0,1,1,6,1,5,240,0,52,100,0.52,6,27,0.222,11,11,1.0,12,30,48,36,11,13,15,5,121,48.0,121.0,0,0.6330935251798561,-8.0,2024-25,2025-01-27 00:00:00,22400655
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,8,1,5,240,0,36,85,0.424,12,38,0.316,13,20,0.65,13,41,62,24,16,6,20,3,97,62.0,97.0,0,0.5172413793103449,-12.0,2024-25,2025-01-25 00:00:00,22400642
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,2,9,1,5,240,0,42,92,0.457,13,45,0.289,12,17,0.706,6,34,49,23,15,10,10,4,109,49.0,109.0,0,0.5462184873949579,12.0,2024-25,2025-01-25 00:00:00,22400642
Golden State,Warriors,1610612744,1,0,1,0,0,0,2,13,1,5,240,0,46,102,0.451,25,57,0.439,14,14,1.0,15,37,65,37,21,3,12,6,131,65.0,131.0,0,0.6102941176470589,25.0,2024-25,2025-01-23 00:00:00,22400628
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,7,1,5,240,0,34,87,0.391,16,40,0.4,22,27,0.815,10,32,49,22,16,7,13,2,106,49.0,106.0,0,0.5,-25.0,2024-25,2025-01-23 00:00:00,22400628
LA,Clippers,1610612746,0,1,0,1,0,0,1,11,1,5,240,0,37,94,0.394,9,42,0.214,16,17,0.941,10,30,51,24,20,4,10,7,99,51.0,99.0,0,0.5169491525423728,-13.0,2024-25,2025-01-20 00:00:00,22400611
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,14,1,5,240,0,38,94,0.404,15,46,0.326,21,26,0.808,17,37,68,25,17,7,12,6,112,68.0,112.0,0,0.5526315789473685,13.0,2024-25,2025-01-20 00:00:00,22400611
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,8,1,5,240,0,42,89,0.472,9,31,0.29,20,25,0.8,14,36,58,21,19,7,18,6,113,58.0,113.0,0,0.5526315789473685,11.0,2024-25,2025-01-19 00:00:00,22400597
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,2,7,1,5,240,0,36,81,0.444,8,29,0.276,22,26,0.846,8,28,43,21,19,10,16,7,102,43.0,102.0,0,0.5181818181818182,-11.0,2024-25,2025-01-19 00:00:00,22400597
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,48,95,0.505,14,40,0.35,13,14,0.929,12,33,52,34,18,9,14,3,123,52.0,123.0,0,0.6259541984732825,-2.0,2024-25,2025-01-17 00:00:00,22400584
OPPONENTS, Hornets,1610612766,1,0,0,0,1,0,0,4,1,5,240,0,48,96,0.5,13,34,0.382,16,20,0.8,13,31,48,26,13,9,12,2,125,48.0,125.0,0,0.6115702479338843,2.0,2024-25,2025-01-17 00:00:00,22400584
Chicago,Bulls,1610612741,0,1,0,1,0,0,1,7,1,5,240,0,43,93,0.462,18,37,0.486,15,20,0.75,8,37,52,26,18,4,8,4,119,52.0,119.0,0,0.5798319327731093,-5.0,2024-25,2025-01-12 00:00:00,22400541
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,0,2,1,5,240,0,47,95,0.495,13,39,0.333,17,21,0.81,11,42,55,33,14,4,8,3,124,55.0,124.0,0,0.64,5.0,2024-25,2025-01-12 00:00:00,22400541
Chicago,Bulls,1610612741,1,0,1,0,0,0,2,7,1,5,240,0,53,95,0.558,23,49,0.469,9,14,0.643,11,44,62,39,12,11,15,7,138,62.0,138.0,0,0.6666666666666666,33.0,2024-25,2025-01-10 00:00:00,22400530
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,1,3,1,5,240,0,39,98,0.398,18,46,0.391,9,13,0.692,13,32,48,26,15,6,16,4,105,48.0,105.0,0,0.5118110236220472,-33.0,2024-25,2025-01-10 00:00:00,22400530
Indiana,Pacers,1610612754,1,0,1,0,0,0,5,15,1,5,240,0,52,100,0.52,10,29,0.345,15,24,0.625,15,31,61,37,19,11,13,1,129,61.0,129.0,0,0.6592592592592592,16.0,2024-25,2025-01-08 00:00:00,22400510
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,5,1,5,240,0,44,86,0.512,12,35,0.343,13,19,0.684,9,30,44,23,24,6,18,6,113,44.0,113.0,0,0.5677966101694916,-16.0,2024-25,2025-01-08 00:00:00,22400510
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,10,1,5,240,0,44,102,0.431,13,39,0.333,13,15,0.867,14,33,57,25,9,12,13,4,114,57.0,114.0,0,0.5476190476190477,4.0,2024-25,2025-01-06 00:00:00,22400498
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,10,1,5,240,0,44,95,0.463,15,46,0.326,7,12,0.583,13,36,59,31,18,8,17,12,110,59.0,110.0,0,0.5769230769230769,-4.0,2024-25,2025-01-06 00:00:00,22400498
Chicago,Bulls,1610612741,1,0,1,0,0,0,1,2,1,5,240,0,51,94,0.543,20,37,0.541,17,18,0.944,9,34,45,36,21,6,13,4,139,45.0,139.0,0,0.6492537313432836,13.0,2024-25,2025-01-04 00:00:00,22400482
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,5,1,5,240,0,48,97,0.495,8,30,0.267,22,28,0.786,18,31,54,27,13,7,13,3,126,54.0,126.0,0,0.6302521008403361,-13.0,2024-25,2025-01-04 00:00:00,22400482
Washington,Wizards,1610612764,1,0,1,0,0,0,2,14,1,5,240,0,49,99,0.495,17,36,0.472,10,12,0.833,8,34,56,36,13,11,17,3,125,56.0,125.0,0,0.5902777777777778,18.0,2024-25,2025-01-01 00:00:00,22400456
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,6,1,5,240,0,41,92,0.446,14,47,0.298,11,14,0.786,8,36,50,28,13,11,20,6,107,50.0,107.0,0,0.5227272727272727,-18.0,2024-25,2025-01-01 00:00:00,22400456
Charlotte,Hornets,1610612766,0,1,0,1,0,0,0,5,1,5,265,0,42,101,0.416,10,43,0.233,14,20,0.7,9,47,61,23,20,8,14,6,108,61.0,108.0,0,0.5038759689922481,-7.0,2024-25,2024-12-30 00:00:00,22400442
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,14,1,5,265,0,39,104,0.375,18,60,0.3,19,27,0.704,14,49,77,31,17,11,15,4,115,77.0,115.0,0,0.5147058823529411,7.0,2024-25,2024-12-30 00:00:00,22400442
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,12,1,5,240,0,45,95,0.474,14,36,0.389,12,17,0.706,11,41,64,33,16,4,11,6,116,64.0,116.0,0,0.609375,5.0,2024-25,2024-12-28 00:00:00,22400430
OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,1,9,1,5,240,0,41,102,0.402,15,45,0.333,14,14,1.0,6,37,52,27,16,6,8,7,111,52.0,111.0,0,0.5190839694656488,-5.0,2024-25,2024-12-28 00:00:00,22400430
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,5,1,5,240,0,36,90,0.4,10,48,0.208,9,12,0.75,9,37,51,27,15,9,15,1,91,51.0,91.0,0,0.5121951219512195,-21.0,2024-25,2024-12-23 00:00:00,22400398
OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,0,7,1,5,240,0,40,87,0.46,18,43,0.419,14,17,0.824,7,42,56,24,16,7,13,1,112,56.0,112.0,0,0.5470085470085471,21.0,2024-25,2024-12-23 00:00:00,22400398
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,15,1,5,240,0,45,92,0.489,9,26,0.346,22,30,0.733,10,34,59,28,21,7,18,6,121,59.0,121.0,0,0.5703125,-1.0,2024-25,2024-12-16 00:00:00,22401223
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,11,1,5,240,0,43,93,0.462,14,40,0.35,22,28,0.786,8,33,52,33,23,12,12,8,122,52.0,122.0,0,0.5846153846153846,1.0,2024-25,2024-12-16 00:00:00,22401223
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,10,1,5,240,0,37,93,0.398,14,51,0.275,21,25,0.84,14,38,62,27,19,12,16,11,109,62.0,109.0,0,0.5245901639344263,14.0,2024-25,2024-12-13 00:00:00,22401212
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,1,11,1,5,240,0,35,98,0.357,8,46,0.174,17,21,0.81,17,37,65,22,20,7,17,5,95,65.0,95.0,0,0.475,-14.0,2024-25,2024-12-13 00:00:00,22401212
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,6,1,5,240,0,35,86,0.407,19,54,0.352,11,12,0.917,2,33,41,29,18,9,15,3,100,41.0,100.0,0,0.5,-8.0,2024-25,2024-12-08 00:00:00,22400347
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,1,5,1,5,240,0,43,92,0.467,9,36,0.25,13,14,0.929,10,46,61,25,15,8,16,5,108,61.0,108.0,0,0.5528455284552846,8.0,2024-25,2024-12-08 00:00:00,22400347
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,8,1,5,240,0,46,97,0.474,21,50,0.42,10,12,0.833,8,30,46,33,13,8,12,6,123,46.0,123.0,0,0.5895522388059702,-9.0,2024-25,2024-12-06 00:00:00,22400336
OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,1,3,1,5,240,0,52,92,0.565,18,30,0.6,10,12,0.833,7,39,49,33,10,9,13,4,132,49.0,132.0,0,0.648854961832061,9.0,2024-25,2024-12-06 00:00:00,22400336
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,9,1,5,240,0,44,95,0.463,8,28,0.286,28,39,0.718,15,26,50,26,17,11,11,4,124,50.0,124.0,0,0.5982905982905983,-15.0,2024-25,2024-12-05 00:00:00,22400331
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,2,5,1,5,240,0,52,90,0.578,17,37,0.459,18,23,0.783,11,39,55,36,26,6,19,5,139,55.0,139.0,0,0.6567164179104478,15.0,2024-25,2024-12-05 00:00:00,22400331
Chicago,Bulls,1610612741,1,0,1,0,0,0,1,8,1,5,240,0,48,92,0.522,16,47,0.34,16,19,0.842,11,43,62,33,16,8,17,5,128,62.0,128.0,0,0.6183206106870229,26.0,2024-25,2024-12-02 00:00:00,22400317
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,3,4,1,5,240,0,38,95,0.4,14,42,0.333,12,15,0.8,10,31,45,24,19,9,13,5,102,45.0,102.0,0,0.5081967213114754,-26.0,2024-25,2024-12-02 00:00:00,22400317
Orlando,Magic,1610612753,1,0,1,0,0,0,2,9,1,5,240,0,46,90,0.511,15,39,0.385,26,28,0.929,7,32,48,30,14,10,13,8,133,48.0,133.0,0,0.6031746031746031,14.0,2024-25,2024-11-27 00:00:00,22400289
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,7,1,5,240,0,46,87,0.529,16,42,0.381,11,16,0.688,7,30,44,30,26,9,18,6,119,44.0,119.0,1,0.59375,-14.0,2024-25,2024-11-27 00:00:00,22400289
Washington,Wizards,1610612764,0,1,0,1,0,0,2,17,1,5,240,0,39,91,0.429,10,37,0.27,20,31,0.645,5,38,60,27,18,7,14,3,108,60.0,108.0,0,0.5196850393700787,-19.0,2024-25,2024-11-26 00:00:00,22400035
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,3,1,5,240,0,47,94,0.5,14,40,0.35,19,22,0.864,8,42,53,29,22,6,11,4,127,53.0,127.0,0,0.6031746031746031,19.0,2024-25,2024-11-26 00:00:00,22400035
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,7,1,5,240,0,49,97,0.505,19,42,0.452,14,19,0.737,10,25,42,29,14,4,11,8,131,42.0,131.0,0,0.6141732283464567,-11.0,2024-25,2024-11-23 00:00:00,22400266
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,3,10,1,5,240,0,55,96,0.573,19,42,0.452,13,20,0.65,13,36,59,38,18,5,14,4,142,59.0,142.0,0,0.6888888888888889,11.0,2024-25,2024-11-23 00:00:00,22400266
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,7,1,5,240,0,44,80,0.55,13,36,0.361,21,31,0.677,10,35,52,30,13,7,12,2,122,52.0,122.0,0,0.6607142857142857,16.0,2024-25,2024-11-20 00:00:00,22400253
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,8,1,5,240,0,41,88,0.466,17,45,0.378,7,7,1.0,5,28,41,25,23,7,14,2,106,41.0,106.0,0,0.5409836065573771,-16.0,2024-25,2024-11-20 00:00:00,22400253
Detroit,Pistons,1610612765,0,1,0,1,0,0,0,7,1,5,240,0,42,98,0.429,15,44,0.341,13,19,0.684,16,32,55,27,19,3,9,3,112,55.0,112.0,0,0.5847457627118644,-10.0,2024-25,2024-11-18 00:00:00,22400244
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,11,1,5,240,0,44,91,0.484,23,46,0.5,11,14,0.786,10,36,57,28,16,3,11,5,122,57.0,122.0,0,0.6,10.0,2024-25,2024-11-18 00:00:00,22400244
Chicago,Bulls,1610612741,0,1,0,1,0,0,2,9,1,5,240,0,36,107,0.336,14,56,0.25,21,22,0.955,13,34,56,26,21,8,15,7,107,56.0,107.0,0,0.4592592592592592,-36.0,2024-25,2024-11-17 00:00:00,22400241
OPPONENTS, Rockets,1610612745,1,0,0,0,1,0,1,9,1,5,240,0,55,105,0.524,10,34,0.294,23,32,0.719,14,52,75,34,18,8,11,9,143,75.0,143.0,0,0.6544117647058824,36.0,2024-25,2024-11-17 00:00:00,22400241
New York,Knicks,1610612752,0,1,0,1,0,0,0,11,1,5,240,0,48,94,0.511,15,37,0.405,12,18,0.667,10,30,51,31,17,7,15,3,123,51.0,123.0,0,0.6076923076923076,-1.0,2024-25,2024-11-13 00:00:00,22400219
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,4,1,5,240,0,44,82,0.537,14,36,0.389,22,27,0.815,7,33,44,31,17,10,18,6,124,44.0,124.0,0,0.6048387096774194,1.0,2024-25,2024-11-13 00:00:00,22400219
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,7,1,5,240,0,47,88,0.534,15,36,0.417,10,15,0.667,10,22,39,30,20,9,13,4,119,39.0,119.0,0,0.6363636363636364,-16.0,2024-25,2024-11-07 00:00:00,22400181
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,1,9,1,5,240,0,51,93,0.548,16,38,0.421,17,17,1.0,10,30,49,29,17,7,14,4,135,49.0,135.0,0,0.6349206349206349,16.0,2024-25,2024-11-07 00:00:00,22400181
Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,7,1,5,240,0,45,93,0.484,12,38,0.316,17,21,0.81,9,38,54,33,19,11,15,4,119,54.0,119.0,0,0.5909090909090909,20.0,2024-25,2024-11-06 00:00:00,22400176
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,5,1,5,240,0,36,86,0.419,12,42,0.286,15,23,0.652,14,37,56,25,17,8,23,2,99,56.0,99.0,0,0.5083333333333333,-20.0,2024-25,2024-11-06 00:00:00,22400176
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,6,1,5,240,0,45,95,0.474,14,37,0.378,22,25,0.88,10,26,42,36,23,7,9,7,126,42.0,126.0,1,0.6230769230769231,-9.0,2024-25,2024-11-04 00:00:00,22400160
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,1,10,1,5,240,0,48,89,0.539,16,36,0.444,23,30,0.767,12,37,59,35,18,3,13,6,135,59.0,135.0,0,0.664,9.0,2024-25,2024-11-04 00:00:00,22400160
Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,2,1,5,240,0,49,94,0.521,11,36,0.306,11,13,0.846,9,37,48,34,20,11,11,6,120,48.0,120.0,0,0.6384615384615384,8.0,2024-25,2024-11-01 00:00:00,22400136
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,10,1,5,240,0,38,88,0.432,17,44,0.386,19,24,0.792,10,34,54,24,15,5,16,3,112,54.0,112.0,0,0.5254237288135594,-8.0,2024-25,2024-11-01 00:00:00,22400136
Chicago,Bulls,1610612741,1,0,1,0,0,0,1,7,1,5,240,0,36,84,0.429,13,34,0.382,17,25,0.68,9,45,61,23,16,6,15,2,102,61.0,102.0,0,0.5221238938053098,3.0,2024-25,2024-10-30 00:00:00,22400123
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,6,1,5,240,0,35,86,0.407,11,46,0.239,18,20,0.9,6,36,48,25,19,9,12,8,99,48.0,99.0,0,0.5128205128205128,-3.0,2024-25,2024-10-30 00:00:00,22400123
Memphis,Grizzlies,1610612763,0,1,0,1,0,0,0,8,1,5,240,0,51,111,0.459,14,43,0.326,7,13,0.538,18,42,68,37,21,5,10,9,123,68.0,123.0,0,0.6285714285714286,-3.0,2024-25,2024-10-28 00:00:00,22400108
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,9,1,5,240,0,45,100,0.45,25,53,0.472,11,17,0.647,11,39,59,36,15,5,9,6,126,59.0,126.0,0,0.6044776119402985,3.0,2024-25,2024-10-28 00:00:00,22400108
Chicago,Bulls,1610612741,0,1,0,1,0,0,0,9,1,5,240,0,32,92,0.348,15,53,0.283,16,22,0.727,11,50,70,23,19,6,26,2,95,70.0,95.0,0,0.4230769230769231,-19.0,2024-25,2024-10-26 00:00:00,22400091
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,0,8,1,5,240,0,45,107,0.421,8,40,0.2,16,20,0.8,9,45,62,21,18,15,10,5,114,62.0,114.0,0,0.5116279069767442,19.0,2024-25,2024-10-26 00:00:00,22400091
Milwaukee,Bucks,1610612749,0,1,0,1,0,0,1,9,1,5,240,0,46,93,0.495,13,40,0.325,17,25,0.68,8,39,56,24,14,5,15,3,122,56.0,122.0,0,0.5645161290322581,-11.0,2024-25,2024-10-25 00:00:00,22400083
OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,6,1,5,240,0,46,96,0.479,21,47,0.447,20,23,0.87,9,37,52,30,17,10,10,4,133,52.0,133.0,0,0.5984251968503937,11.0,2024-25,2024-10-25 00:00:00,22400083
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,8,1,5,240,0,52,104,0.5,15,40,0.375,13,15,0.867,19,34,61,31,15,13,12,7,132,61.0,132.0,0,0.6484375,35.0,2024-25,2025-04-13 00:00:00,22401194
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,10,1,5,240,0,38,87,0.437,5,28,0.179,16,22,0.727,10,28,48,20,13,6,18,3,97,48.0,97.0,0,0.5043478260869565,-35.0,2024-25,2025-04-13 00:00:00,22401194
Dallas,Mavericks,1610612742,1,0,1,0,0,0,3,8,1,5,240,0,49,89,0.551,15,34,0.441,11,17,0.647,12,44,64,34,12,8,20,10,124,64.0,124.0,0,0.6335877862595419,22.0,2024-25,2025-04-11 00:00:00,22401178
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,1,6,1,5,240,0,40,100,0.4,11,39,0.282,11,18,0.611,16,27,49,22,15,11,11,4,102,49.0,102.0,0,0.5299145299145299,-22.0,2024-25,2025-04-11 00:00:00,22401178
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,9,1,5,240,0,36,72,0.5,9,26,0.346,16,23,0.696,9,29,47,30,14,6,20,6,97,47.0,97.0,0,0.584070796460177,-15.0,2024-25,2025-04-09 00:00:00,22401159
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,3,10,1,5,240,0,42,90,0.467,12,36,0.333,16,21,0.762,15,24,49,22,16,14,12,0,112,49.0,112.0,0,0.5871559633027523,15.0,2024-25,2025-04-09 00:00:00,22401159
LA,Clippers,1610612746,1,0,1,0,0,0,1,6,1,5,240,0,54,96,0.563,11,28,0.393,16,20,0.8,10,35,51,31,22,11,7,3,135,51.0,135.0,0,0.6854838709677419,31.0,2024-25,2025-04-05 00:00:00,22401132
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,7,1,5,240,0,34,78,0.436,7,27,0.259,29,38,0.763,10,31,48,18,18,5,16,8,104,48.0,104.0,1,0.5098039215686274,-31.0,2024-25,2025-04-05 00:00:00,22401132
LA,Clippers,1610612746,1,0,1,0,0,0,0,5,1,5,240,0,44,89,0.494,14,30,0.467,12,16,0.75,11,37,53,23,23,11,13,4,114,53.0,114.0,0,0.5877192982456141,23.0,2024-25,2025-04-04 00:00:00,22401127
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,8,1,5,240,0,35,77,0.455,4,20,0.2,17,26,0.654,6,33,47,19,14,7,18,0,91,47.0,91.0,0,0.5,-23.0,2024-25,2025-04-04 00:00:00,22401127
Dallas,Mavericks,1610612742,0,1,0,1,0,0,2,13,1,5,240,0,41,86,0.477,10,30,0.333,17,29,0.586,12,37,62,29,19,4,10,3,109,62.0,109.0,0,0.6194690265486725,-4.0,2024-25,2025-03-31 00:00:00,22401095
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,0,11,1,5,240,0,39,90,0.433,20,51,0.392,15,20,0.75,7,33,51,32,23,6,8,3,113,51.0,113.0,0,0.5772357723577236,4.0,2024-25,2025-03-31 00:00:00,22401095
Orlando,Magic,1610612753,0,1,0,1,0,0,1,4,1,5,240,0,34,80,0.425,5,30,0.167,19,24,0.792,10,34,48,14,20,5,17,5,92,48.0,92.0,0,0.4752475247524752,-9.0,2024-25,2025-03-27 00:00:00,22401060
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,10,1,5,240,0,37,78,0.474,11,22,0.5,16,22,0.727,5,35,50,21,17,10,15,1,101,50.0,101.0,0,0.5321100917431193,9.0,2024-25,2025-03-27 00:00:00,22401060
New York,Knicks,1610612752,1,0,1,0,0,0,1,9,1,5,240,0,53,89,0.596,10,26,0.385,12,18,0.667,5,31,45,40,18,9,15,4,128,45.0,128.0,0,0.6690647482014388,15.0,2024-25,2025-03-25 00:00:00,22401048
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,5,1,5,240,0,43,80,0.538,6,19,0.316,21,25,0.84,5,28,38,19,16,9,16,3,113,38.0,113.0,0,0.5636363636363636,-15.0,2024-25,2025-03-25 00:00:00,22401048
Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,4,1,5,240,0,40,78,0.513,11,33,0.333,10,14,0.714,9,28,41,30,15,7,19,2,101,41.0,101.0,0,0.5932203389830508,-19.0,2024-25,2025-03-24 00:00:00,22401040
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,2,1,5,240,0,49,87,0.563,10,31,0.323,12,16,0.75,11,30,43,34,15,10,11,1,120,43.0,120.0,0,0.6859504132231405,19.0,2024-25,2025-03-24 00:00:00,22401040
Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,12,1,5,240,0,42,80,0.525,12,34,0.353,27,36,0.75,10,34,56,25,16,10,20,7,123,56.0,123.0,1,0.5826086956521739,6.0,2024-25,2025-03-21 00:00:00,22401019
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,7,1,5,240,0,46,98,0.469,11,31,0.355,14,19,0.737,15,26,48,24,22,14,14,5,117,48.0,117.0,0,0.5785123966942148,-6.0,2024-25,2025-03-21 00:00:00,22401019
Indiana,Pacers,1610612754,1,0,1,0,0,0,0,6,1,5,240,0,45,82,0.549,16,35,0.457,29,37,0.784,6,32,44,29,26,4,11,5,135,44.0,135.0,0,0.6379310344827587,4.0,2024-25,2025-03-19 00:00:00,22400998
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,8,1,5,240,0,48,88,0.545,11,27,0.407,24,32,0.75,7,34,49,23,26,6,13,0,131,49.0,131.0,0,0.6068376068376068,-4.0,2024-25,2025-03-19 00:00:00,22400998
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,7,1,5,240,0,46,87,0.529,10,34,0.294,23,30,0.767,10,35,52,26,19,4,15,3,125,52.0,125.0,0,0.6101694915254238,-5.0,2024-25,2025-03-16 00:00:00,22400976
OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,0,5,1,5,240,0,48,92,0.522,14,36,0.389,20,24,0.833,9,30,44,21,21,13,11,3,130,44.0,130.0,0,0.6,5.0,2024-25,2025-03-16 00:00:00,22400976
Houston,Rockets,1610612745,1,0,1,0,0,0,1,5,1,5,240,0,54,105,0.514,15,31,0.484,10,12,0.833,17,50,72,27,13,5,11,6,133,72.0,133.0,0,0.6428571428571429,37.0,2024-25,2025-03-14 00:00:00,22400961
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,4,1,5,240,0,39,94,0.415,8,22,0.364,10,12,0.833,6,28,38,14,11,4,8,6,96,38.0,96.0,0,0.4818181818181818,-37.0,2024-25,2025-03-14 00:00:00,22400961
San Antonio,Spurs,1610612759,1,0,1,0,0,0,0,5,1,5,240,0,50,94,0.532,11,35,0.314,15,16,0.938,13,34,52,32,19,11,16,2,126,52.0,126.0,0,0.6356589147286822,10.0,2024-25,2025-03-12 00:00:00,22400951
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,2,1,5,240,0,45,81,0.556,13,32,0.406,13,17,0.765,3,28,33,30,12,8,18,0,116,33.0,116.0,0,0.5952380952380952,-10.0,2024-25,2025-03-12 00:00:00,22400951
San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,12,1,5,240,0,49,94,0.521,17,41,0.415,14,24,0.583,12,26,50,29,24,6,9,2,129,50.0,129.0,1,0.65,-4.0,2024-25,2025-03-10 00:00:00,22400937
OPPONENTS, Mavericks,1610612742,1,0,0,0,1,0,1,9,1,5,240,0,47,88,0.534,12,38,0.316,27,30,0.9,10,30,49,25,18,5,11,2,133,49.0,133.0,0,0.631578947368421,4.0,2024-25,2025-03-10 00:00:00,22400937
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,1,1,5,240,0,43,88,0.489,17,42,0.405,13,16,0.813,5,27,33,29,13,8,7,2,116,33.0,116.0,0,0.6050420168067226,-9.0,2024-25,2025-03-09 00:00:00,22400921
OPPONENTS, Suns,1610612756,1,0,0,0,1,0,2,5,1,5,240,0,49,84,0.583,10,28,0.357,17,18,0.944,6,40,51,33,10,4,13,4,125,51.0,125.0,0,0.6612903225806451,9.0,2024-25,2025-03-09 00:00:00,22400921
Dallas,Mavericks,1610612742,0,1,0,1,0,0,0,8,1,5,240,0,37,96,0.385,15,41,0.366,22,24,0.917,11,34,53,24,13,7,12,7,111,53.0,111.0,0,0.5041322314049587,-11.0,2024-25,2025-03-07 00:00:00,22400906
OPPONENTS, Grizzlies,1610612763,1,0,0,0,1,0,0,7,1,5,240,0,50,106,0.472,8,21,0.381,14,16,0.875,17,42,66,28,20,9,11,12,122,66.0,122.0,0,0.609375,11.0,2024-25,2025-03-07 00:00:00,22400906
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,0,5,1,5,240,0,52,89,0.584,16,35,0.457,17,19,0.895,8,47,60,29,9,6,17,4,137,60.0,137.0,0,0.6377952755905512,30.0,2024-25,2025-03-05 00:00:00,22400897
